Date,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,2024/11/15,
929.00,0.04,-0.03,-0.01,-0.02,-0.02,-0.04,0.00,-0.01,0.01,0.03,-0.05,-0.01,0.01,0.03,-0.02,-0.01,0.00,-0.03,0.00,0.02,-0.04,0.04,-0.00,0.06,-0.07,-0.05,0.02,-0.01,0.01,-0.04,-0.01,-0.00,-0.02,-0.02,0.02,0.04,0.00,-0.01,0.00,0.01,0.05,-0.01,0.03,-0.01,0.02,0.01,0.00,0.01,-0.01,-0.03,0.04,-0.03,-0.02,-0.01,0.01,-0.01,-0.03,
930.00,0.01,-0.04,-0.00,-0.01,-0.00,-0.01,0.01,0.04,0.03,0.03,-0.05,-0.03,0.03,0.03,-0.01,-0.01,0.02,-0.03,0.02,0.04,-0.05,0.03,-0.01,0.05,-0.06,-0.04,0.00,0.00,-0.02,-0.06,-0.01,-0.03,-0.01,-0.01,0.00,0.04,-0.01,0.01,-0.01,-0.01,0.05,-0.02,0.03,-0.02,0.01,0.01,0.01,0.01,-0.04,-0.02,0.05,-0.03,-0.04,-0.01,0.05,0.00,0.00,
931.00,0.01,-0.04,0.02,-0.00,-0.04,0.01,-0.01,0.02,0.02,0.03,0.03,-0.03,0.03,0.01,-0.02,-0.00,0.05,-0.02,0.06,0.01,-0.00,0.00,0.01,0.05,-0.03,-0.04,-0.03,0.00,-0.01,-0.03,-0.02,-0.04,0.01,-0.01,0.03,0.02,-0.00,0.01,0.01,-0.00,0.04,-0.03,0.00,-0.00,-0.01,-0.00,0.01,0.01,-0.00,-0.01,0.04,-0.01,-0.02,-0.04,0.04,0.02,0.02,
932.00,-0.00,-0.08,0.03,-0.03,-0.03,0.01,-0.01,0.00,-0.01,0.03,0.05,-0.02,0.04,0.02,-0.03,0.03,0.06,-0.02,0.04,0.02,0.01,-0.02,-0.02,0.05,-0.01,-0.04,-0.04,-0.00,-0.01,-0.02,-0.03,-0.04,0.02,-0.01,0.06,0.03,0.02,0.04,0.01,0.01,0.01,-0.02,-0.01,0.02,0.03,-0.02,0.01,0.01,0.05,-0.02,0.03,0.04,-0.01,-0.04,0.03,0.05,0.05,
933.00,-0.01,-0.09,0.05,-0.04,-0.01,0.01,-0.00,0.00,-0.01,0.05,0.07,-0.04,0.04,0.04,-0.05,0.03,0.08,-0.02,0.02,0.02,0.02,-0.02,-0.01,0.03,0.00,-0.01,-0.04,0.01,0.00,0.01,0.01,-0.02,0.00,-0.01,0.08,0.02,0.00,0.03,-0.01,-0.01,-0.01,-0.03,-0.01,0.01,0.03,0.02,0.02,0.02,0.06,-0.04,0.03,0.05,0.00,-0.03,0.02,0.03,0.02,
934.00,-0.02,-0.06,0.01,-0.05,0.00,0.03,-0.03,-0.01,-0.01,0.04,0.08,-0.02,0.05,0.03,-0.07,0.03,0.08,-0.02,-0.04,0.02,0.03,-0.02,-0.01,0.03,-0.02,-0.00,-0.01,0.01,0.04,0.03,0.01,0.03,0.01,-0.03,0.08,0.01,-0.01,0.01,0.02,-0.02,-0.04,-0.03,-0.02,0.02,0.02,0.03,0.06,0.02,0.05,-0.06,0.02,0.03,-0.00,-0.04,0.01,0.03,0.02,
935.00,-0.02,-0.08,0.01,-0.04,0.01,0.04,-0.06,-0.03,-0.01,0.02,0.05,-0.02,0.02,0.03,-0.05,0.04,0.07,0.00,-0.03,0.02,0.01,-0.03,-0.03,0.01,-0.05,0.01,-0.01,-0.01,0.04,0.01,0.01,0.02,0.01,-0.01,0.07,0.00,0.01,-0.00,-0.01,-0.02,-0.07,-0.02,-0.00,0.06,0.03,0.02,0.02,0.03,0.08,-0.02,0.01,0.02,-0.01,-0.02,0.01,0.03,-0.01,
936.00,-0.03,-0.07,0.00,-0.02,0.03,0.04,-0.03,-0.04,-0.02,0.00,0.03,-0.01,0.01,0.03,-0.05,0.03,0.03,0.03,-0.07,0.01,0.00,-0.01,-0.01,0.02,-0.07,0.03,0.01,-0.02,0.04,0.01,-0.01,0.04,-0.00,-0.01,0.05,0.02,0.00,-0.00,-0.01,-0.00,-0.03,-0.02,0.02,0.03,0.02,0.01,0.03,0.04,0.04,-0.04,-0.01,0.00,-0.01,-0.03,0.00,0.05,-0.02,
937.00,-0.02,-0.05,-0.02,-0.02,0.02,0.03,-0.03,-0.06,-0.03,-0.01,-0.00,-0.02,0.01,0.04,-0.03,0.01,0.01,0.01,-0.07,0.03,-0.02,-0.04,0.01,-0.01,-0.06,0.02,0.02,0.00,0.05,-0.00,0.00,0.03,-0.01,0.02,0.05,-0.02,0.01,0.02,-0.03,-0.03,-0.01,-0.01,-0.00,0.03,0.02,0.01,0.03,0.02,0.02,-0.01,-0.01,-0.01,-0.04,-0.02,-0.03,0.02,-0.02,
938.00,-0.00,-0.03,-0.01,0.01,0.02,0.06,-0.05,-0.05,-0.01,-0.01,-0.04,-0.01,0.04,0.03,-0.03,-0.02,-0.02,0.01,-0.04,0.03,-0.01,-0.03,0.05,-0.04,-0.07,0.04,0.01,-0.01,0.03,-0.01,-0.02,0.04,-0.02,0.03,0.01,-0.02,0.02,0.03,-0.04,-0.01,-0.02,0.00,-0.02,0.03,0.02,0.02,0.00,0.01,-0.04,0.04,-0.01,-0.04,-0.03,-0.00,-0.02,0.05,-0.02,
939.00,0.00,-0.04,0.02,0.02,0.03,0.05,-0.06,-0.04,-0.02,-0.00,-0.05,-0.01,0.04,0.03,-0.01,-0.02,-0.02,0.01,-0.01,0.01,-0.02,-0.05,0.04,-0.09,-0.02,0.04,-0.01,-0.04,0.01,-0.01,-0.01,0.03,-0.01,0.01,-0.01,-0.00,0.03,0.02,-0.04,-0.01,0.00,-0.02,-0.02,0.01,0.03,0.01,0.00,-0.01,-0.06,0.06,-0.02,-0.04,-0.03,-0.02,-0.02,0.04,-0.04,
940.00,0.01,-0.02,0.02,0.01,0.02,0.03,-0.08,-0.04,-0.01,0.00,-0.02,0.00,0.04,0.05,-0.00,-0.01,-0.01,-0.01,0.03,-0.01,-0.02,-0.05,0.04,-0.10,0.00,0.03,-0.01,-0.03,0.01,0.00,0.00,0.04,-0.01,0.01,-0.02,0.01,0.02,0.02,-0.05,-0.03,-0.02,-0.04,-0.03,-0.03,0.05,0.01,0.00,-0.01,-0.05,0.07,-0.02,-0.04,0.00,-0.04,-0.03,0.02,0.01,
941.00,0.02,-0.02,-0.01,0.01,-0.01,-0.01,-0.05,-0.02,0.02,0.01,-0.01,0.01,0.05,0.06,-0.02,-0.00,0.02,0.02,0.03,-0.02,-0.02,-0.05,0.02,-0.10,-0.03,0.02,-0.03,-0.03,0.01,0.01,0.05,0.05,-0.00,0.03,-0.04,0.03,0.01,0.01,-0.05,-0.02,-0.03,-0.02,-0.04,-0.03,0.04,0.02,-0.01,-0.03,-0.04,0.06,-0.01,-0.01,-0.03,0.03,-0.02,-0.02,-0.01,
942.00,0.04,0.02,-0.01,0.03,0.01,-0.04,-0.05,0.01,0.02,-0.01,0.01,0.01,0.03,-0.00,-0.07,0.00,0.03,0.05,0.05,-0.04,-0.01,-0.04,0.01,-0.05,-0.07,0.03,-0.03,-0.06,0.01,0.00,0.02,0.02,0.04,0.01,-0.01,0.03,0.02,-0.01,-0.03,-0.01,-0.04,-0.01,-0.03,-0.03,0.05,-0.01,-0.03,-0.00,-0.01,0.05,0.00,-0.00,-0.02,-0.01,-0.03,-0.03,-0.03,
943.00,0.03,0.03,-0.05,0.03,0.01,-0.02,-0.02,0.02,0.03,-0.04,-0.01,0.00,0.00,0.01,-0.04,0.01,0.05,0.07,0.07,-0.04,-0.02,-0.04,-0.02,-0.01,-0.05,0.03,-0.02,-0.06,-0.03,0.01,0.05,-0.02,0.00,0.02,-0.01,0.03,-0.01,-0.00,-0.05,-0.03,-0.01,-0.01,-0.03,-0.03,0.02,-0.02,-0.06,-0.01,-0.01,0.02,0.01,0.01,-0.03,-0.02,-0.00,-0.04,-0.02,
944.00,0.03,0.01,-0.02,0.04,0.01,-0.04,-0.01,0.03,0.04,-0.03,-0.01,0.01,0.00,-0.01,-0.02,0.00,0.01,0.10,0.06,-0.02,-0.01,-0.03,-0.02,0.00,-0.04,0.01,-0.03,-0.04,-0.05,0.03,0.01,-0.02,0.01,0.02,-0.02,0.03,-0.03,0.01,-0.04,-0.01,0.01,0.00,-0.03,-0.02,0.01,-0.02,-0.06,-0.00,-0.00,0.00,0.00,0.01,0.00,0.01,-0.01,-0.03,-0.02,
945.00,0.04,0.01,0.01,0.04,0.03,-0.03,0.01,-0.01,0.06,-0.03,-0.03,0.02,0.01,-0.00,0.01,-0.01,-0.08,0.10,0.01,0.02,0.00,-0.01,-0.01,0.03,-0.02,0.02,-0.03,-0.03,-0.11,-0.02,-0.02,-0.05,0.02,-0.03,0.01,0.03,-0.02,0.04,-0.03,-0.02,0.01,0.02,-0.01,-0.01,0.03,-0.01,-0.05,-0.00,0.00,0.00,-0.01,-0.01,-0.03,0.01,0.01,-0.01,-0.00,
946.00,0.05,0.00,0.04,0.05,-0.00,0.02,-0.00,-0.03,0.04,-0.02,-0.04,0.02,0.00,-0.01,0.03,-0.01,-0.08,0.08,0.01,0.03,0.03,-0.02,-0.03,0.00,0.00,0.03,-0.01,-0.02,-0.10,-0.02,-0.03,-0.07,0.02,-0.08,-0.02,0.00,-0.01,0.06,-0.02,0.02,-0.00,0.00,-0.02,0.02,0.03,-0.02,-0.03,-0.03,-0.01,0.02,0.01,-0.03,0.01,-0.01,0.05,0.00,-0.03,
947.00,0.04,-0.02,0.06,0.05,-0.03,0.02,0.01,-0.01,0.04,-0.01,-0.01,0.02,0.02,0.00,0.03,-0.02,-0.07,0.08,-0.02,0.07,0.05,-0.05,-0.01,-0.01,0.01,-0.00,0.00,-0.00,-0.09,0.01,-0.01,-0.06,0.02,-0.10,-0.04,0.01,-0.02,0.06,-0.01,0.03,-0.01,0.01,0.00,0.00,0.02,-0.01,-0.02,-0.03,-0.01,0.02,0.02,-0.05,0.00,-0.04,0.07,-0.01,-0.01,
948.00,0.03,-0.04,0.06,0.02,0.00,0.02,-0.03,-0.03,0.04,-0.00,0.00,0.01,0.03,0.04,0.03,-0.01,-0.07,0.04,-0.01,0.09,0.05,-0.05,-0.03,-0.03,0.00,-0.02,0.01,0.01,-0.09,0.01,0.00,-0.07,0.03,-0.10,-0.04,0.01,-0.01,0.06,-0.01,0.03,-0.03,0.01,0.03,-0.03,0.01,0.01,-0.02,-0.02,-0.04,0.05,0.05,-0.05,0.01,-0.01,0.05,0.01,0.01,
949.00,0.05,-0.01,0.06,0.05,-0.01,0.04,0.02,-0.04,0.06,-0.00,0.02,0.01,0.02,0.04,-0.01,-0.02,-0.03,-0.01,-0.01,0.04,0.05,-0.05,-0.03,-0.01,-0.03,-0.04,0.00,-0.01,-0.04,0.01,0.01,-0.06,0.03,-0.12,-0.04,-0.01,-0.01,0.02,-0.02,0.06,-0.03,-0.00,0.03,-0.01,0.01,0.00,-0.01,-0.01,-0.05,0.07,0.04,-0.02,0.01,-0.01,0.04,0.02,0.03,
950.00,0.03,-0.01,0.05,0.02,-0.01,0.01,0.03,-0.03,0.03,0.00,-0.01,0.00,0.02,0.00,-0.04,0.02,0.03,-0.02,-0.01,0.04,0.05,-0.01,-0.04,-0.01,-0.03,-0.04,0.01,0.03,0.01,-0.00,0.03,-0.04,0.04,-0.07,-0.01,0.00,0.01,0.01,-0.03,0.03,0.01,-0.02,0.04,-0.01,0.01,-0.01,-0.01,-0.01,-0.04,0.05,0.05,0.02,0.01,-0.01,0.02,0.01,-0.00,
951.00,0.03,0.01,0.02,0.01,0.00,0.00,0.05,0.01,0.06,-0.01,-0.01,0.01,0.02,-0.03,-0.04,0.02,0.06,-0.01,-0.02,0.03,0.07,0.01,-0.01,0.00,-0.03,-0.05,0.01,0.03,-0.01,-0.02,0.03,-0.04,0.03,-0.02,0.01,0.01,0.00,0.01,-0.02,0.00,0.02,-0.02,0.01,-0.03,0.00,0.01,-0.02,-0.00,-0.05,0.05,0.00,0.03,-0.01,-0.02,0.01,0.03,0.00,
952.00,0.03,-0.00,0.04,-0.00,-0.02,0.01,0.07,-0.01,0.06,0.01,-0.01,-0.00,0.02,-0.04,-0.04,0.01,0.07,-0.02,-0.03,-0.02,0.03,0.04,-0.03,-0.03,0.02,-0.04,0.02,0.00,0.00,-0.01,0.04,-0.02,0.03,-0.03,0.00,-0.00,0.02,-0.01,-0.02,-0.01,0.03,-0.04,-0.02,-0.02,0.02,0.00,0.01,-0.03,-0.06,0.04,-0.03,0.04,-0.01,-0.03,-0.03,0.03,-0.03,
953.00,0.03,0.01,0.03,0.01,-0.03,0.02,0.08,-0.01,0.07,-0.01,-0.05,0.00,-0.01,-0.05,-0.03,0.01,0.08,-0.04,-0.03,-0.05,-0.01,0.05,-0.04,0.01,0.03,-0.03,-0.01,-0.01,0.00,0.00,0.06,0.00,0.01,0.03,-0.00,0.05,0.02,-0.04,-0.01,-0.03,0.02,-0.06,-0.01,-0.01,0.02,-0.00,0.03,-0.04,-0.04,0.04,-0.05,0.04,-0.01,-0.05,-0.01,0.04,-0.03,
954.00,-0.01,-0.01,0.01,0.00,-0.04,0.03,0.07,-0.03,0.02,0.01,-0.05,-0.01,0.01,-0.03,-0.01,0.05,0.05,-0.01,-0.04,-0.06,-0.02,0.05,-0.07,0.01,0.05,-0.04,-0.03,-0.01,-0.01,0.02,0.07,-0.03,0.01,0.02,0.02,0.08,0.01,-0.03,0.01,-0.04,0.02,-0.06,-0.02,-0.03,0.02,-0.01,0.01,-0.07,-0.04,0.01,-0.04,0.02,-0.04,-0.05,-0.01,0.04,-0.04,
955.00,-0.01,-0.02,0.01,0.03,0.00,0.03,0.08,-0.03,0.04,0.01,-0.05,-0.01,0.04,-0.03,-0.01,0.00,0.01,-0.02,-0.04,-0.08,-0.03,0.01,-0.06,0.01,0.01,-0.03,-0.01,-0.04,0.01,0.06,0.08,-0.04,0.01,0.03,0.01,0.08,-0.03,-0.04,0.02,-0.03,0.00,-0.04,-0.03,-0.03,0.04,-0.03,0.01,-0.06,-0.01,-0.01,-0.04,0.03,-0.05,-0.04,-0.06,0.01,-0.04,
956.00,-0.02,-0.03,-0.01,-0.00,0.03,0.03,0.06,-0.03,0.04,-0.02,-0.05,0.01,0.03,-0.02,-0.02,0.02,0.03,-0.01,0.00,-0.06,-0.04,-0.01,-0.06,-0.00,-0.01,-0.03,-0.02,-0.06,-0.03,0.03,0.06,-0.04,0.00,0.03,0.03,0.05,-0.04,-0.03,-0.01,-0.03,0.00,-0.04,-0.00,-0.03,0.05,-0.00,-0.02,-0.06,-0.04,-0.02,-0.02,0.02,-0.04,-0.03,-0.05,0.02,-0.05,
957.00,-0.02,-0.03,-0.02,-0.01,0.04,0.04,0.08,-0.00,0.02,-0.02,-0.04,0.02,0.02,-0.04,-0.02,0.02,0.02,0.00,0.05,-0.08,-0.01,-0.05,-0.04,-0.02,-0.04,-0.05,-0.02,-0.08,-0.01,0.05,0.01,-0.02,-0.01,0.01,0.03,0.01,-0.07,-0.03,-0.00,-0.01,0.00,-0.03,0.02,-0.03,0.03,-0.01,-0.03,-0.05,-0.05,-0.00,-0.01,0.03,-0.01,0.01,-0.04,0.04,-0.08,
958.00,-0.03,-0.04,-0.03,-0.01,0.06,0.02,0.06,-0.02,0.04,0.01,-0.04,0.03,0.05,-0.04,-0.01,0.01,0.00,0.06,0.04,-0.04,-0.01,-0.08,-0.03,-0.04,-0.03,-0.04,-0.01,-0.04,-0.01,0.01,-0.03,0.01,-0.01,-0.01,0.04,-0.02,-0.06,0.02,-0.03,-0.00,-0.00,0.01,0.03,-0.01,0.05,0.01,-0.06,-0.01,-0.03,-0.01,-0.01,0.02,-0.01,0.05,-0.02,0.06,-0.06,
959.00,-0.01,-0.05,-0.03,0.02,0.04,0.01,0.04,0.01,0.05,-0.01,0.01,0.03,0.02,-0.06,-0.03,0.01,0.03,0.07,0.03,-0.02,-0.03,-0.08,0.02,-0.05,-0.07,-0.03,-0.02,-0.02,-0.00,0.00,-0.03,0.03,-0.02,-0.00,0.06,-0.04,-0.08,0.04,-0.02,-0.00,0.00,0.01,0.02,-0.01,0.04,0.01,-0.06,-0.02,-0.04,-0.02,0.02,0.02,-0.01,0.05,0.02,0.04,-0.08,
960.00,-0.00,-0.07,-0.05,0.01,0.00,0.05,0.00,0.03,0.02,0.02,0.02,0.04,0.03,-0.04,-0.07,-0.01,0.02,0.07,0.02,0.03,-0.04,-0.07,0.04,-0.08,-0.06,-0.04,-0.06,-0.03,0.02,-0.01,-0.05,0.04,-0.02,-0.02,0.06,-0.06,-0.07,0.04,-0.02,0.01,-0.03,0.00,-0.00,0.00,0.02,0.01,-0.05,-0.00,-0.03,-0.03,0.03,-0.02,0.00,0.03,0.05,0.01,-0.09,
961.00,-0.01,-0.08,-0.03,0.02,-0.00,0.04,-0.03,0.03,0.00,0.01,0.02,0.03,0.02,0.00,-0.04,-0.01,-0.00,0.02,0.04,0.05,-0.04,-0.06,0.02,-0.10,-0.02,-0.03,-0.07,-0.03,0.02,-0.02,-0.03,0.04,-0.04,-0.00,0.04,-0.04,-0.04,0.01,-0.01,0.00,-0.04,-0.00,-0.01,0.01,0.01,-0.01,-0.04,0.02,-0.01,0.00,0.04,-0.03,0.02,0.00,0.03,-0.02,-0.06,
962.00,-0.00,-0.08,-0.03,0.01,-0.05,0.02,0.01,0.05,0.01,0.02,0.02,0.04,0.02,0.04,-0.06,-0.02,-0.03,-0.01,0.03,0.06,-0.03,-0.04,0.03,-0.09,0.00,0.00,-0.10,-0.02,0.02,-0.03,-0.01,0.04,-0.02,0.00,0.01,-0.01,-0.04,0.01,-0.00,0.02,-0.05,-0.02,0.02,0.00,0.00,-0.00,-0.04,0.01,0.02,-0.01,0.01,-0.02,0.03,-0.03,0.02,-0.02,-0.05,
963.00,0.02,-0.07,-0.02,-0.01,-0.07,0.01,0.02,0.05,-0.03,-0.03,0.00,0.01,0.00,0.02,-0.08,-0.03,-0.04,-0.00,0.02,0.03,0.00,-0.01,-0.01,-0.08,0.02,-0.00,-0.07,0.01,0.02,0.00,0.01,0.02,0.01,0.02,-0.00,0.01,0.02,0.01,-0.01,-0.02,-0.05,-0.23,0.02,0.00,0.01,0.00,-0.03,0.00,0.02,-0.02,0.00,-0.02,0.02,-0.02,-0.02,-0.04,-0.05,
964.00,-0.02,-0.03,-0.05,-0.03,-0.07,0.04,0.02,0.03,-0.02,-0.06,-0.03,0.01,0.01,0.01,-0.07,-0.04,-0.06,-0.03,0.00,0.02,0.04,0.00,-0.02,-0.03,0.03,0.00,-0.02,0.01,0.02,0.00,0.01,0.04,-0.00,0.01,-0.03,0.03,0.01,0.01,-0.04,-0.03,-0.05,-0.40,-0.02,0.00,0.02,0.03,-0.03,0.01,0.02,-0.01,0.00,-0.05,0.04,-0.02,0.00,-0.06,-0.05,
965.00,-0.02,-0.01,-0.04,-0.01,-0.08,-0.00,0.04,0.04,-0.00,-0.04,-0.03,0.01,-0.01,0.01,-0.05,-0.05,-0.02,-0.01,-0.01,0.01,0.08,0.00,-0.04,-0.00,0.04,0.00,0.01,0.02,-0.01,0.01,-0.02,0.04,-0.02,-0.01,-0.05,0.03,0.03,-0.02,-0.02,-0.05,-0.05,-0.51,0.01,-0.01,0.05,0.03,0.00,-0.01,0.01,-0.01,-0.00,-0.06,0.04,-0.01,-0.01,-0.03,-0.04,
966.00,-0.02,0.00,-0.04,-0.01,-0.06,0.00,0.02,0.00,-0.01,-0.02,-0.04,-0.01,-0.00,0.01,-0.03,-0.03,-0.02,-0.00,-0.04,-0.00,0.07,0.00,-0.03,0.04,0.02,-0.00,0.01,0.03,0.01,0.02,-0.02,0.05,-0.01,-0.05,-0.02,0.03,0.01,-0.01,-0.03,-0.06,-0.05,-0.52,0.02,-0.00,0.05,0.01,-0.00,-0.01,-0.01,-0.03,-0.01,-0.07,0.03,0.02,0.02,-0.03,-0.02,
967.00,-0.02,0.04,-0.03,0.01,-0.02,0.00,0.02,-0.00,-0.01,-0.02,-0.03,0.02,-0.02,0.03,0.00,-0.02,-0.02,0.04,-0.04,0.02,0.02,-0.01,-0.02,0.05,-0.00,0.01,0.02,0.04,-0.03,-0.01,-0.01,0.02,0.00,-0.06,-0.01,0.03,0.00,-0.00,-0.01,-0.04,-0.04,-0.46,-0.00,-0.01,0.02,-0.00,0.02,-0.02,-0.02,-0.03,0.02,-0.07,0.00,0.05,0.02,-0.04,-0.03,
968.00,-0.02,0.02,-0.05,0.02,-0.01,0.02,0.02,0.01,-0.02,-0.01,-0.02,0.04,-0.01,0.02,0.01,-0.01,-0.01,0.01,-0.01,0.04,-0.00,-0.05,0.01,0.05,-0.03,0.01,0.04,0.01,-0.04,-0.04,-0.01,0.02,-0.01,-0.05,0.02,0.02,-0.01,-0.04,0.01,-0.04,-0.02,-0.22,-0.03,0.00,0.03,-0.02,0.03,-0.00,-0.01,-0.02,0.00,-0.06,-0.01,0.01,0.01,-0.03,0.01,
969.00,-0.01,-0.02,-0.06,0.02,-0.00,0.03,0.01,0.02,0.00,0.00,-0.03,0.02,-0.03,0.04,0.05,-0.01,-0.01,0.02,0.02,0.04,-0.02,-0.02,0.04,0.03,-0.06,-0.00,0.03,-0.00,-0.06,-0.06,-0.03,-0.00,-0.02,0.00,0.00,0.04,-0.01,-0.03,0.02,-0.01,-0.01,-0.08,-0.01,0.00,0.01,0.02,0.02,0.03,-0.03,-0.01,-0.01,-0.04,-0.04,0.02,-0.02,-0.03,-0.02,
970.00,-0.02,-0.02,-0.06,0.03,0.00,0.02,0.03,0.01,-0.00,0.01,-0.03,0.02,-0.04,0.05,0.07,0.00,-0.02,0.00,0.04,0.01,-0.03,-0.03,0.05,0.02,-0.03,-0.00,0.02,-0.03,-0.04,-0.03,-0.01,0.01,0.01,0.01,-0.01,0.05,-0.01,-0.02,0.03,0.04,0.01,-0.02,-0.00,0.02,0.02,0.04,-0.02,0.03,-0.01,0.02,0.01,-0.05,-0.02,0.03,-0.04,-0.02,-0.02,
971.00,-0.01,-0.01,-0.06,0.01,0.02,0.01,0.05,-0.04,-0.01,0.00,-0.01,0.04,-0.02,0.04,0.06,0.02,-0.02,0.01,0.04,0.02,-0.01,-0.02,0.02,0.03,0.01,-0.02,0.05,-0.01,-0.04,-0.06,-0.03,0.00,0.00,0.03,-0.00,0.06,0.02,-0.00,0.02,0.01,0.02,0.01,-0.00,0.03,0.04,0.05,-0.02,0.04,0.02,0.02,0.01,-0.03,-0.02,0.01,-0.04,0.01,0.02,
972.00,-0.01,-0.00,-0.07,-0.02,-0.00,0.01,0.04,-0.04,0.00,0.01,-0.02,0.02,-0.01,-0.01,0.05,0.01,-0.01,0.00,0.03,0.00,0.02,-0.01,0.00,0.01,-0.01,-0.03,0.02,-0.01,0.01,-0.01,-0.02,0.02,0.03,0.01,0.00,0.05,0.02,-0.02,-0.00,0.01,0.02,0.02,0.01,0.04,0.06,0.05,-0.03,0.04,0.01,-0.00,0.00,-0.05,0.00,0.03,-0.06,-0.00,-0.00,
973.00,-0.01,0.02,-0.04,-0.03,-0.01,-0.01,0.02,-0.05,-0.01,0.03,0.00,0.02,0.00,-0.04,0.02,0.01,-0.00,-0.01,0.00,0.00,0.01,-0.02,-0.03,0.00,0.01,-0.02,0.02,-0.02,-0.00,0.02,-0.02,0.02,0.03,0.00,0.02,0.00,0.02,-0.02,0.01,0.00,-0.01,0.02,0.03,0.02,0.04,0.03,-0.03,0.02,0.02,0.00,0.04,-0.06,0.02,0.05,-0.06,0.01,-0.01,
974.00,0.01,0.02,-0.04,-0.04,-0.03,-0.05,0.01,-0.07,-0.02,0.01,0.01,0.01,0.00,-0.04,0.00,0.05,-0.02,-0.06,0.04,0.01,0.00,-0.03,-0.04,0.00,0.02,-0.02,-0.01,-0.01,0.00,0.03,0.01,-0.01,0.02,-0.02,0.01,-0.00,0.02,-0.04,-0.02,-0.04,0.02,0.02,0.05,0.03,0.04,0.03,-0.04,-0.01,0.01,-0.01,0.07,-0.01,0.04,0.03,-0.04,0.04,0.04,
975.00,0.04,0.06,-0.02,-0.04,-0.06,-0.02,0.02,-0.04,-0.02,0.01,0.02,0.01,0.01,-0.03,0.00,0.02,-0.03,-0.02,0.02,0.01,-0.02,-0.02,-0.05,0.03,-0.03,-0.04,-0.03,-0.02,-0.02,0.08,-0.03,-0.02,0.00,-0.01,0.01,-0.04,0.01,-0.04,-0.02,-0.01,0.02,0.03,0.07,-0.01,-0.01,-0.02,-0.03,-0.04,-0.01,-0.02,0.02,0.01,0.03,0.02,0.01,0.04,0.03,
976.00,0.05,0.01,-0.01,-0.03,-0.05,-0.03,0.01,-0.01,-0.02,0.01,0.02,0.02,0.00,-0.03,-0.02,0.01,-0.04,-0.03,0.02,0.01,0.00,0.00,-0.04,0.02,-0.04,-0.02,-0.04,-0.02,0.01,0.07,-0.04,-0.03,-0.01,0.01,0.04,-0.03,0.03,-0.01,-0.03,-0.02,0.01,0.01,0.06,-0.04,-0.02,-0.01,-0.02,-0.06,0.01,-0.02,0.02,0.04,0.04,0.02,-0.00,0.03,0.01,
977.00,0.04,-0.01,-0.03,-0.01,-0.05,-0.01,-0.01,-0.01,-0.00,0.00,0.04,0.02,-0.00,-0.00,-0.01,0.02,-0.01,-0.04,0.03,0.02,0.01,-0.00,0.04,0.01,-0.02,-0.01,-0.03,-0.00,0.01,0.07,-0.05,-0.04,-0.02,0.04,0.01,-0.04,-0.01,-0.02,-0.07,-0.01,-0.02,0.01,0.02,-0.06,-0.04,0.02,-0.02,-0.04,0.00,-0.01,0.01,0.03,0.03,0.01,0.01,0.03,0.02,
978.00,0.05,-0.03,-0.02,-0.04,-0.04,-0.00,-0.02,-0.00,0.02,0.00,0.03,0.04,-0.02,0.00,-0.02,0.03,0.01,-0.01,0.01,-0.02,0.02,-0.01,0.05,0.02,0.02,-0.02,-0.04,-0.02,0.01,0.06,-0.05,-0.01,-0.02,0.00,-0.01,-0.03,0.02,-0.00,-0.07,0.02,-0.02,-0.00,0.03,-0.06,-0.05,0.01,-0.01,-0.03,0.02,-0.00,0.02,0.03,0.03,-0.02,0.01,-0.00,0.02,
979.00,0.03,-0.02,-0.02,-0.04,-0.00,-0.02,-0.01,-0.02,0.02,-0.03,0.03,0.05,-0.00,0.01,-0.02,0.05,0.01,0.03,-0.04,-0.01,0.01,-0.00,0.03,0.04,0.02,-0.03,-0.01,0.00,0.02,0.04,-0.02,-0.01,-0.02,0.02,-0.04,-0.04,-0.00,0.01,-0.04,0.04,-0.04,0.01,0.04,-0.07,-0.06,0.02,0.00,0.01,0.03,0.00,0.02,-0.00,0.01,-0.00,0.02,-0.03,0.03,
